company_location_city,investors,company_location_country,company_founded_on,series,funding_size_usd,date,company_name,company_founders,company_categories
Helsinki,,FIN,2012-01-01,,1500000,2014-08-21,MeeDoc,,"Health Care, Doctors, Video"
Vilnius,,LTU,2003-02-25,,1000000,2003-02-25,DocLogix,,"Business Analytics, Business Services, Usability, Document Management"
Helsinki,,FIN,2012-02-10,,80426,2014-08-01,Varaa.com,,"Real Time, E-Commerce Platforms, Online Reservations"
Helsinki,,FIN,2012-02-10,,162127,2014-02-01,Varaa.com,,"Real Time, E-Commerce Platforms, Online Reservations"
Helsinki,,FIN,2012-02-10,,99185,2013-06-10,Varaa.com,,"Real Time, E-Commerce Platforms, Online Reservations"
Tallinn,GameFounders,EST,,,12273,2012-08-01,Baila Games,,Games
Kaunas,GameFounders,LTU,,,20395,2013-02-01,Tiny Lab Productions,,Games
Tallinna,GameFounders,EST,,,20395,2013-02-01,X3M Games,,Games
Tallinn,MasterCard Start Path,EST,2009-09-01,,45958,2014-09-03,Ridango,,Ticketing
Gteborg,"Almi Invest, Entreprenrskapital",SWE,2012-06-01,,329500,2014-06-01,AppSpotr,Patric Bottne,"Mobile Commerce, DIY, SaaS"
Sandnes,Saudi Aramco Energy Ventures,NOR,2011-01-01,,,2013-01-01,Sekal AS,,"Automated Kiosk, Real Time, Oil & Gas"
Stockholm,"Almi Invest, Optimizer Invest",SWE,2014-01-01,,,2014-10-13,reve,"Andreas Wlm, Josep M. Nolla","Computer Vision, Mobile Shopping, Search, Apps, E-Commerce"
Helsinki,,FIN,2014-03-05,,,2013-09-22,Charmcastle Entertainment Ltd.,"Pandeia Partners, Tero Moliis, Jani Moliis","Mobile Games, Games"
Helsinki,,FIN,2014-03-05,,,2014-09-22,Charmcastle Entertainment Ltd.,"Pandeia Partners, Tero Moliis, Jani Moliis","Mobile Games, Games"
Helsinki,,FIN,2014-03-05,,25000,2014-06-15,Charmcastle Entertainment Ltd.,"Pandeia Partners, Tero Moliis, Jani Moliis","Mobile Games, Games"
Karlstad,"D-Ax Corporate Venture Capital, Wellington Partners, RECAPEX",SWE,2013-01-01,,,2014-09-23,Ztory,"Staffan Svantesson, Martin Samami, Nima Samimi",Services
Oslo,Alchemist Accelerator,NOR,2013-01-01,,28000,2013-11-10,Domos Labs,,Information Technology
Jmtland,", Inlandsinnovation",SWE,2001-01-01,,3500000,2014-09-26,Loxysoft Group,,Information Technology
Vilnius,Scythia Accelerator,LTU,2013-03-18,,500000,2013-03-01,Avox,"Alexander Voevoda, Vladimir Ovcharov","VoIP, Android, Messaging, Telephony, Telecommunications, Software, Mobile"
Stockholm,"Techstars, Disney Accelerator",SWE,2014-06-25,,120000,2014-10-14,Codarica,"Lovisa Levin, Sanna Nilsson, Rosalyn Knapp","Educational Games, Education, Mobile Games"
Oslo,,NOR,2011-06-25,,821448,2013-04-01,Neptune Software AS,,Software
Tartu,,EST,2014-02-07,,15937,2014-04-17,Heelosophy,"Toomas Laasik, Piret-Klea Velleste, Seren Eilmann, Eero Rnik","Shoes, Personal Health, Fashion, Women"
Tartu,,EST,2014-02-07,,17063,2015-02-13,Heelosophy,"Toomas Laasik, Piret-Klea Velleste, Seren Eilmann, Eero Rnik","Shoes, Personal Health, Fashion, Women"
Tartu,,EST,2014-02-07,,20080,2014-08-16,Heelosophy,"Toomas Laasik, Piret-Klea Velleste, Seren Eilmann, Eero Rnik","Shoes, Personal Health, Fashion, Women"
Helsinki,,FIN,2014-06-01,,136138,2014-01-04,SportConnect,,"Marketplaces, Fitness, Sports"
Helsinki,Vision+,FIN,2011-06-15,,677115,2013-10-10,Bonusbay,Lasse Jrvinen,"Advertising, E-Commerce, Loyalty Programs"
Turku,"MS Ventures, Novartis Venture Fund",FIN,2013-01-01,A,15305146,2014-10-22,Forendo Pharma,,Pharmaceuticals
Tampere,"East Wings, Finnvera Venture Capital, Sunstone Capital",FIN,,,500000,2014-10-28,TrapLight Games,,Games
Partille,"HealthCap, Broadfin Capital, New Enterprise Associates, RA Capital Management",SWE,,,27500000,2015-01-13,Cortendo,,Biotechnology
Partille,"Third Swedish National Pension Fund, HealthCap",SWE,,,11000000,2014-10-30,Cortendo,,Biotechnology
Stockholm,Kima Ventures,SWE,2014-01-01,,,2014-09-19,Auxy,,Apps
Stockholm,,SWE,2009-08-01,,5000000,2010-12-01,Fyndiq,"David Brud, Dan Nilsson, Micael Widell, Fredrik Norberg","E-Commerce, Retail"
Stockholm,"Industrifonden, Northzone",SWE,2009-08-01,,20000000,2014-11-07,Fyndiq,"David Brud, Dan Nilsson, Micael Widell, Fredrik Norberg","E-Commerce, Retail"
Oslo,Norselab - Digital Entrepreneurs,NOR,2014-01-01,,700000,2014-11-01,Documaster,"Christian Lundvang, Yngve Tvedt","Deep Information Technology, Software Compliance, Archiving"
Oulu,,FIN,2014-02-18,,0,2014-11-01,Mekiwi Ltd,,
Oulu,"Butterfly Ventures, Inventure Oy",FIN,,A,2674988,2014-08-15,Kyynel,,"Communications Infrastructure, Internet Radio Market, Wireless"
Espoo,,FIN,2014-02-28,,670220,2014-08-01,Funzi,"Aape Pohjavirta, Tero Salonen","Education, Mobile"
Oslo,,NOR,2013-11-01,,200000,2015-02-01,Checkd AS,,"Construction, Software, SaaS"
Oslo,Lean Venture,NOR,2013-11-01,,100000,2014-04-30,Checkd AS,,"Construction, Software, SaaS"
Oslo,"Sparebank 1 SMN Invest, Alliance Venture, Investinor",NOR,,A,12000000,2014-12-03,Novelda AS,,"Computers, Apps, Technology"
Oslo,,NOR,1997-01-01,,,2014-12-08,Mintra Trainingportal,,
Uppsala,Almi Invest,SWE,2006-01-01,,,2014-12-15,Beactica AB,,
Helsinki,,FIN,2012-09-18,,95409,2014-02-09,Ferus Bestia,,
Helsinki,,FIN,,,550000,2015-01-01,YOU-app,Nelli Lhteenmki,"Fitness, Active Lifestyle, Apps"
Oslo,"Alliance Venture, Northzone",NOR,,,2800000,2015-01-27,Fuse,,Apps
Tallinn,Buildit,EST,2013-12-10,,12955,2014-09-15,KK,"Martin Esinurm, Rain Randsberg, Taago Kilter, Ergo Kruve","Consumer Electronics, Cooking"
Stockholm,,SWE,,,,2014-10-01,Cryex,,
Malm,,SWE,,,,2014-10-01,Userbin,,Security
Helsinki,,FIN,2014-08-12,,267729,2014-08-12,LiveRing,"Ossi Tiltti, Markus Pukari, Daniel Holmstrom","Chat, Telecommunications, Mobile Social"
Stockholm,,SWE,2015-01-08,,0,2015-01-30,Nord4Real,Erkan Kahraman,
Tallinn,Valinor Management,EST,2008-03-10,A,5075455,2015-02-27,Bondora,"Mihkel Tasa, Partel Tomberg, Martin Rask","Consumer Lending, Finance"
Tallinn,,EST,2008-03-10,,1771704,2013-11-01,Bondora,"Mihkel Tasa, Partel Tomberg, Martin Rask","Consumer Lending, Finance"
Tallinn,,EST,2008-03-10,,57952,2011-07-01,Bondora,"Mihkel Tasa, Partel Tomberg, Martin Rask","Consumer Lending, Finance"
Tallinn,,EST,2008-03-10,,107475,2009-08-22,Bondora,"Mihkel Tasa, Partel Tomberg, Martin Rask","Consumer Lending, Finance"
Lehmo,"Finnvera Venture Capital, Evonik Venture Capital GmbH",FIN,1997-01-01,,,2015-01-29,Nanocomp,,Nanotechnology
Paltamo,Finnvera Venture Capital,FIN,,,,2014-05-06,Aquaminerals Finland Oy,,Water
Paltamo,Finnvera Venture Capital,FIN,,,,2014-03-11,Aquaminerals Finland Oy,,Water
Paltamo,Finnvera Venture Capital,FIN,,A,,2014-09-04,Aquaminerals Finland Oy,,Water
Paltamo,Finnvera Venture Capital,FIN,,,,2014-01-16,Aquaminerals Finland Oy,,Water
Esbo,Finnvera Venture Capital,FIN,,,,2014-02-27,NearMe Services Oy,,Mobile Advertising
Turku,Finnvera Venture Capital,FIN,,,,2014-05-28,Clinical Research Services Turku,,Pharmaceuticals
Jyvskyl,Finnvera Venture Capital,FIN,2010-01-01,,,2014-06-19,VRT Finland Oy,,Civil Engineers
Kuopio,Finnvera Venture Capital,FIN,,,,2014-06-24,WellO2,,Medical Devices
Harjavalta,Finnvera Venture Capital,FIN,,A,,2014-09-02,CrisolteQ Oy,,Information Technology
Vantaa,Finnvera Venture Capital,FIN,2012-01-01,,,2014-11-20,Intelle Innovations,,Software
Helsinki,Finnvera Venture Capital,FIN,,A,,2014-11-20,VaasaBall LNG,,Transportation
Espoo,,FIN,2014-04-07,,,2015-02-09,Cuckoo Workout,"Veera Lehmonen, Ida Mnty","Corporate Wellness, Social Games, Health and Wellness"
Espoo,,FIN,2014-04-07,A,137104,2014-05-15,Cuckoo Workout,"Veera Lehmonen, Ida Mnty","Corporate Wellness, Social Games, Health and Wellness"
Stockholm,Northzone,SWE,2010-02-01,A,3500000,2015-02-27,Sqore,"Niklas Jungegard, Robert Lyngman, Chu Zhu, Gustav Borgefalk","EdTech, Skill Assessment, Recruiting, Certification Test, Education, College Recruiting"
Helsinki,,FIN,2014-05-12,,0,2015-03-01,Innovesi Smart Solutions Oy,Jukka Salminen,"Clean Technology IT, Water, Environmental Innovation, Hardware + Software, Cyber Security, Smart Grid, Internet of Things"
Vilnius,StartupHighway,LTU,2012-01-01,,,2011-01-01,Llamas' Valley,,Publishing
Vilnius,StartupHighway,LTU,2013-01-01,,,2014-01-01,devtodev,,Software
